"INSTITUTION_ID","ENTITY_CD","ENTITY_NAME","WEIGHTED_INDEX","ENROLLMENT","ABSENT_COUNT","GRAD_COUNT","COHORT_COUNT","ELA_P_RATE","MATH_P_RATE","PUPIL_COUNT_TOT","FED_STATE_LOCAL_EXP","NUM_TEACH","NUM_TEACH_INEXP","NUM_TEACH_OC","NUM_OUT_CERT","OVERALL_STATUS"
"800000055772","240201040002","CALEDONIA-MUMFORD M/HS","135.9","229","41","47","52","100","80.4","413","9504038",42,11,"42","1","Local Support and Improvement"
"800000055775","240401040001","GENESEO MIDDLE SCHOOL HIGH SCHOOL","163","263","66","78","84","100","84.9","449","22128459",55,5,"54","4","Local Support and Improvement"
"800000033934","240801060002","LIVONIA MIDDLE/HIGH SCHOOL","131.6","468","93","120","126","99.3","64.2","759","21444030",71,1,"71","3","Local Support and Improvement"
"800000033912","241001060003","DANSVILLE HIGH SCHOOL","139.1","435","130","88","99","100","84.9","630","17655384",58,10,"56","4","Targeted Support and Improvement"
"800000033936","241701040004","YORK MIDDLE/HIGH SCHOOL","112.2","210","58","50","50","100","82.5","366","10859985",51,20,"46","1","Local Support and Improvement"
"800000050965","250201060002","CAZENOVIA HIGH SCHOOL","194.4","440","111","97","102","100","96.1","543","14009971",54,6,"52","1","Local Support and Improvement"
"800000050910","250901060004","CANASTOTA HIGH SCHOOL","102.8","379","110","92","101","100","88.2","556","14704101",51,17,"49","3","Local Support and Improvement"
"800000050852","251601060005","CHITTENANGO HIGH SCHOOL","179.9","622","161","140","154","100","98.7","619","14552191",58,3,"58","2","Local Support and Improvement"
"800000033974","260101060004","BRIGHTON HIGH SCHOOL","184","1190","177","315","332","100","97.4","1180","31714174",102,18,"98","2","Local Support and Improvement"
"800000034027","260401060001","GATES CHILI HIGH SCHOOL","128.2","1159","293","235","280","97.9","77.4","1128","32936616",105,9,"100","0","Local Support and Improvement"
"800000051551","260501060008","OLYMPIA HIGH SCHOOL","85.7","659","90","117","142","93.5","70.8","1087","29575701",146,16,"142","3","Additional Targeted Support and Improvement"
"800000051553","260501060010","ARCADIA HIGH SCHOOL","83","1058","120","259","282","97.8","69.7","1023","26622729",121,11,"117","0","Local Support and Improvement"
"800000051555","260501060013","ODYSSEY ACADEMY","100.3","620","203","127","143","93.6","70.8","892","24658401",122,17,"116","0","Local Support and Improvement"
"800000051530","260501060019","ATHENA HIGH SCHOOL","123.6","1088","347","227","260","95.3","79.1","1054","28695028",127,8,"126","1","Local Support and Improvement"
"800000071083","260501861020","YOUNG WOMEN'S COLLEGE PREP CS","38.3","260","182","42","53","100",NULL,"352","6065892",32,7,"27","12","Local Support and Improvement"
"800000034086","260801060006","EASTRIDGE SENIOR HIGH SCHOOL","114.7","918","186","195","206","99.5","93.3","882","26957860",91,11,"87","1","Local Support and Improvement"
"800000034067","260803060005","IRONDEQUOIT HIGH SCHOOL","157.9","1196","230","247","257","99.3","91.6","1177","29384293",109,15,"105","2","Local Support and Improvement"
"800000034087","260901060004","HONEOYE FALLS-LIMA SENIOR HIGH SCH","192.2","661","104","164","175","99.4","95.8","653","16487297",65,9,"65","0","Local Support and Improvement"
"800000034094","261001060001","SPENCERPORT HIGH SCHOOL","147.5","1180","297","256","269","100","93","1165","29847700",118,18,"112","5","Local Support and Improvement"
"800000034114","261101060004","HILTON HIGH SCHOOL","150.6","1390","255","309","330","99.1","81.4","1381","33987313",125,17,"121","4","Local Support and Improvement"
"800000034517","261201060006","PENFIELD SENIOR HIGH SCHOOL","177.2","1423","199","352","372","100","94.5","1398","31538999",125,13,"116","8","Local Support and Improvement"
"800000040105","261301060009","FAIRPORT SENIOR HIGH SCHOOL","192.5","1298","202","394","418","99.8","94.2","1292","30499962",121,11,"116","1","Local Support and Improvement"
"800000050001","261313030002","EAST ROCHESTER JUNIOR-SENIOR HS","152.3","300","79","65","77","100","98.6","512","14683842",58,17,"52","3","Local Support and Improvement"
"800000050037","261401060006","PITTSFORD SUTHERLAND HIGH SCHOOL","201.2","892","90","231","237","100","87","887","23439549",91,6,"75","0","Local Support and Improvement"
"800000050040","261401060010","PITTSFORD-MENDON HIGH SCHOOL","209.6","935","90","216","223","100","93","933","23374224",93,6,"81","0","Local Support and Improvement"
"800000050050","261501060004","CHURCHVILLE-CHILI SENIOR HIGH SCHOOL","148.9","1166","243","290","310","99.3","79.7","1147","26668714",105,27,"96","0","Local Support and Improvement"
"800000050113","261600010058","SCHOOL 58-WORLD OF INQUIRY SCHOOL","57.3","329","175","69","76","94.4","74.1","929","28271749",86,21,"80","8","Comprehensive Support and Improvement"
"800000050520","261600010061","EAST UPPER HIGH SCHOOL","59.4","811","506","157","200","99","64.8","781","35022479",107,13,"106","6","Additional Targeted Support and Improvement"
"800000050525","261600010066","JAMES MONROE UPPER SCHOOL","33.4","662","561","117","176","94.4","78.2","647","23471552",70,18,"68","14","Comprehensive Support and Improvement"
"800000050526","261600010067","JOSEPH C WILSON MAGNET HIGH SCH","45.8","827","539","146","222","87.9","65.1","759","29146842",97,15,"95","15","Additional Targeted Support and Improvement"
"800000050527","261600010069","SCHOOL WITHOUT WALLS","113.3","261","184","52","64","98.8",NULL,"259","9365431",31,6,"30","5","Local Support and Improvement"
"800000050516","261600010074","SCHOOL OF THE ARTS","112.5","707","267","132","151","98.8","85.5","1057","34808709",104,12,"102","10","Local Support and Improvement"
"800000069074","261600010095","EDISON CAREER AND TECHNOLOGY HIGH","46.2","1235","900","173","287","92.5","59.4","1159","45357573",161,31,"153","12","Comprehensive Support and Improvement"
"800000069077","261600010102","ROCHESTER EARLY COLLEGE INTERNA HS","32.5","350","216","99","101","54.9","83.5","348","12937610",42,6,"40","3","Local Support and Improvement"
"800000067651","261600860985","UNIVERSITY PREP CS-YOUNG MEN","44.9","325","258","51","60","95.8","98.5","501","9297913",47,32,"40","33","Comprehensive Support and Improvement"
"800000050669","261701060013","RUSH-HENRIETTA SENIOR HIGH SCHOOL","151.3","1348","320","412","449","99.5","95.8","1319","32962728",114,7,"110","0","Local Support and Improvement"
"800000050692","261801060003","BROCKPORT HIGH SCHOOL","136.9","1007","247","212","227","98.7","83.3","984","26757989",90,20,"89","4","Local Support and Improvement"
"800000050706","261901060009","WEBSTER-SCHROEDER HIGH SCHOOL","156","1338","275","301","315","100","91.3","1316","33945728",129,17,"122","0","Local Support and Improvement"
"800000050711","261901060015","THOMAS HIGH SCHOOL","174.8","1248","195","300","314","99.4","93.3","1234","29993034",119,14,"116","1","Local Support and Improvement"
"800000049977","270100010010","AMSTERDAM HIGH SCHOOL","67.9","1292","767","247","310","98.3","55.4","1199","31394502",86,17,"80","8","Local Support and Improvement"
"800000049949","270301040002","CANAJOHARIE SENIOR HIGH SCHOOL","144.5","271","49","63","68","100","100","264","6085764",35,9,"33","3","Local Support and Improvement"
"800000049924","270601040002","FONDA-FULTONVILLE SENIOR HIGH SCHOOL","182.2","363","87","103","110","100","92.9","352","8941704",46,4,"55","4","Local Support and Improvement"
"800000049921","271201040004","OPPENHEIM-EPHRATAH-ST JOHNSVILLE JS","135","250","72","40","50","100","94","362","8884906",33,9,"39","6","Targeted Support and Improvement"
"800000049892","280100010007","GLEN COVE HIGH SCHOOL","106.6","1112","408","239","294","98.7","88.9","1066","31083843",106,17,"99","0","Local Support and Improvement"
"800000049863","280201030007","HEMPSTEAD HIGH SCHOOL","89","2042","1305","352","412","96.7","89.1","1986","57969709",75,1,"70","3","Local Support and Improvement"
"800000063985","280201860934","ACADEMY CHARTER SCHOOL","109.5","513","179","136","143","100","87.1","1894","40456640",122,14,"120","93","Local Support and Improvement"
"800000049764","280202030010","UNIONDALE HIGH SCHOOL","113.6","2242","1121","441","520","99.3","92.3","2122","31007725",171,21,"170","3","Local Support and Improvement"
"800000049740","280203030010","W TRESPER CLARKE HIGH SCHOOL","178.4","905","87","197","202","99","98.5","892","27524681",103,11,"100","1","Local Support and Improvement"
"800000049725","280203030011","EAST MEADOW HIGH SCHOOL","184.1","1551","107","385","402","100","98.4","1517","46924794",133,19,"131","1","Local Support and Improvement"
"800000049686","280205030015","DIVISION AVENUE SENIOR HIGH SCHOOL","168.9","1046","155","249","257","100","92.9","1023","33288924",107,17,"101","0","Local Support and Improvement"
"800000049687","280205030016","GEN DOUGLAS MACARTHUR SENIOR HS","182.9","1271","129","323","331","100","93.6","1262","41017585",125,16,"120","0","Local Support and Improvement"
"800000049664","280206030006","SEAFORD SENIOR HIGH SCHOOL","162.1","671","56","166","170","99.4","98.3","668","23792368",72,21,"68","0","Local Support and Improvement"
"800000049652","280208030005","ROOSEVELT HIGH SCHOOL","89.1","1140","395","221","267","98.5","92.6","1064","37154493",89,21,"88","5","Local Support and Improvement"
"800000049586","280209030007","FREEPORT HIGH SCHOOL","94.8","2416","462","432","521","99.6","91.9","2287","66788918",166,16,"161","0","Local Support and Improvement"
"800000049569","280210030013","BALDWIN SENIOR HIGH SCHOOL","144","1552","239","364","367","100","94.4","1505","46017245",138,14,"137","0","Local Support and Improvement"
"800000049549","280211030010","SCHOOL 7-OCEANSIDE SENIOR HS","171.7","1717","0","373","393","99.3","95.3","1692","54348117",163,29,"155","11","Local Support and Improvement"
"800000049537","280212030005","MALVERNE SENIOR HIGH SCHOOL","143.5","656","58","137","142","96.9","92.5","638","21289582",60,5,"60","0","Local Support and Improvement"
"800000049511","280214030007","GEORGE W HEWLETT HIGH SCHOOL","177.1","1032","66","252","261","98.2","97.3","1013","43121834",106,11,"102","0","Local Support and Improvement"
"800000049498","280215030007","LAWRENCE SENIOR HIGH SCHOOL","86","828","381","154","176","99","81.9","804","37661637",68,11,"67","5","Local Support and Improvement"
"800000049427","280218030007","GARDEN CITY HIGH SCHOOL","224.2","1081","80","284","284","100","99.6","1076","45754403",103,5,"101","0","Local Support and Improvement"
"800000049405","280219030002","EAST ROCKAWAY JUNIOR-SENIOR HIGH SCH","121.1","393","57","87","91","100","96.7","575","21014410",59,8,"58","7","Local Support and Improvement"
"800000049393","280220030007","LYNBROOK SENIOR HIGH SCHOOL","177.4","845","33","212","217","100","98.1","835","28972066",86,3,"86","2","Local Support and Improvement"
"800000049384","280221030001","SOUTH SIDE HIGH SCHOOL","191.2","992","158","234","236","100","97.5","985","40407579",99,3,"99","0","Local Support and Improvement"
"800000049320","280223030005","WANTAGH SENIOR HIGH SCHOOL","182.2","845","73","224","224","100","99.5","833","26999010",83,9,"85","0","Local Support and Improvement"
"800000049308","280226030006","ISLAND TREES HIGH SCHOOL","166.3","731","164","179","181","100","99","714","23439098",71,7,"70","0","Local Support and Improvement"
"800000049297","280227030005","WEST HEMPSTEAD SECONDARY","138.2","576","156","148","152","97","84.7","792","36769471",85,2,"85","0","Local Support and Improvement"
"800000049243","280251070002","VALLEY STREAM NORTH HIGH SCHOOL","161.2","946","186","215","230","99.2","98.8","1257","39568753",129,14,"125","0","Local Support and Improvement"
"800000049244","280251070003","VALLEY STREAM SOUTH HIGH SCHOOL","187.9","854","110","193","200","99.5","99","1244","39598420",121,10,"120","0","Local Support and Improvement"
"800000049246","280251070004","VALLEY STREAM CENTRAL HIGH SCHOOL","164.9","1153","133","324","332","99.7","98.4","1119","35055283",92,13,"90","0","Local Support and Improvement"
"800000049237","280252070002","ELMONT MEMORIAL HIGH SCHOOL","132.5","1089","106","262","276","99.7","93.9","1474","41519574",120,21,"113","0","Local Support and Improvement"
"800000049238","280252070003","FLORAL PARK MEMORIAL HIGH SCHOOL","155.5","857","103","210","219","100","95.7","1327","36344337",110,20,"108","0","Local Support and Improvement"
"800000049245","280252070004","H FRANK CAREY HIGH SCHOOL","156.7","1082","200","267","269","99.6","98.3","1594","40016822",122,16,"120","0","Local Support and Improvement"
"800000049239","280252070005","NEW HYDE PARK MEMORIAL HIGH SCHOOL","168","1253","186","289","308","100","97.7","1738","44884157",132,17,"130","1","Local Support and Improvement"
"800000049240","280252070006","SEWANHAKA HIGH SCHOOL","128.2","1198","215","259","274","98.8","92.5","1622","45616101",152,31,"147","0","Local Support and Improvement"
"800000049234","280253070005","SANFORD H CALHOUN HIGH SCHOOL","181.6","1217","139","302","310","97.9","95.6","1217","43240336",148,18,"146","0","Local Support and Improvement"
"800000049218","280253070006","WELLINGTON C MEPHAM HIGH","187.8","1211","89","302","312","100","99.1","1191","38397048",130,20,"125","0","Local Support and Improvement"
"800000049219","280253070007","JOHN F KENNEDY HIGH SCHOOL","192.5","1091","148","281","287","99.2","98.8","1071","35204480",120,22,"118","0","Local Support and Improvement"
"800000049229","280300010008","LONG BEACH HIGH SCHOOL","155.1","1316","291","302","316","99.7","94.1","1300","51134099",130,10,"126","0","Local Support and Improvement"
"800000049199","280401030007","WESTBURY HIGH SCHOOL","101.4","1657","324","366","412","98.9","87.4","1559","54813362",113,15,"110","1","Local Support and Improvement"
"800000049160","280402030003","WHEATLEY SCHOOL","201.4","544","96","123","123","100","99.2","687","29237185",87,21,"85","0","Local Support and Improvement"
"800000049149","280403030008","ROSLYN HIGH SCHOOL","204.4","1074","266","263","270","99.6","98.4","1065","39933542",106,8,"103","0","Local Support and Improvement"
"800000049116","280404030009","PAUL D SCHREIBER SENIOR HIGH SCHOOL","188.5","1633","221","395","407","100","99.7","1611","50178464",132,3,"132","5","Local Support and Improvement"
"800000049070","280406030002","MANHASSET SECONDARY SCHOOL","215.9","1026","124","218","227","100","97.8","1009","36962962",119,21,"117","0","Local Support and Improvement"
"800000049053","280407030014","GREAT NECK SOUTH HIGH SCHOOL","209.6","1351","99","300","310","100","96.8","1322","47143146",131,19,"125","1","Local Support and Improvement"
"800000049054","280407030015","GREAT NECK NORTH HIGH SCHOOL","206.5","1170","49","280","291","98.5","97.4","1164","44370806",138,19,"127","4","Local Support and Improvement"
"800000049023","280409030008","HERRICKS HIGH SCHOOL","209.5","1504","117","312","318","100","98.1","1503","46118197",128,6,"128","0","Local Support and Improvement"
"800000049000","280410030006","MINEOLA HIGH SCHOOL","160.3","904","127","198","209","99.1","97.2","1091","39713000",102,26,"101","0","Local Support and Improvement"
"800000048962","280411030003","CARLE PLACE MIDDLE SENIOR HIGH SCH","179.8","395","44","87","88","100","97.9","610","25956153",75,13,"73","0","Local Support and Improvement"
"800000048951","280501060004","NORTH SHORE SENIOR HIGH SCHOOL","208","748","80","198","198","100","98.4","740","36404439",106,11,"104","1","Local Support and Improvement"
"800000048929","280502060014","SYOSSET SENIOR HIGH SCHOOL","209.9","2386","142","550","553","99.6","95.9","2369","84329812",234,21,"228","0","Local Support and Improvement"
"800000048907","280503060003","LOCUST VALLEY HIGH SCHOOL","166.4","625","139","178","183","100","96.3","617","28935336",92,9,"89","0","Local Support and Improvement"
"800000048897","280504060010","PLAINVIEW-OLD BETHPAGE/JFK HS","199.3","1725","119","397","398","99.5","96.4","1707","51504022",156,9,"153","2","Local Support and Improvement"
"800000048869","280506060002","OYSTER BAY HIGH SCHOOL","171.5","432","89","104","109","100","97.3","417","17247930",72,16,"67","0","Local Support and Improvement"
"800000048826","280515030005","JERICHO SENIOR HIGH SCHOOL","223.6","1268","214","326","334","99.7","98.7","1251","49800082",120,22,"119","1","Local Support and Improvement"
"800000048795","280517030010","HICKSVILLE HIGH SCHOOL","131.3","1942","420","417","463","98.3","82.8","1867","53631481",156,20,"150","0","Local Support and Improvement"
"800000048765","280518030009","PLAINEDGE SENIOR HIGH SCHOOL","164.9","850","192","202","215","100","92.3","846","28625847",70,4,"70","0","Local Support and Improvement"
"800000048762","280521030006","BETHPAGE SENIOR HIGH SCHOOL","194.1","1033","38","208","215","100","99.2","1013","34471876",92,10,"91","1","Local Support and Improvement"
"800000048738","280522030009","FARMINGDALE SENIOR HIGH SCHOOL","144.2","1724","290","445","459","99.8","89.3","1690","60260833",170,25,"160","5","Local Support and Improvement"
"800000048708","280523030011","MASSAPEQUA HIGH SCHOOL","189.1","1442","310","472","477","100","97.7","1439","47160207",151,9,"147","0","Local Support and Improvement"
"800000046773","310100011448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","99","482","158","118","121","99.2","89.2","481","15071220",40,15,"39","6","Local Support and Improvement"
"800000046774","310100011450","EAST SIDE COMMUNITY SCHOOL","212.9","387","66","90","92","96.9",NULL,"695","21728723",72,23,"71","10","Local Support and Improvement"
"800000046721","310100011458","FORSYTHE SATELLITE ACADEMY","56.3","217","197","33","73","83.6",NULL,"157","5937800",23,6,"16","2","Local Support and Improvement"
"800000046828","310100011515","LOWER EAST SIDE PREP HS","90.9","563","373","63","171","87.3","87.3","448","14005632",37,6,"37","8","Local Support and Improvement"
"800000034179","310100011539","NEW EXPLORATIONS SCI, TECH & MATH ","193.2","582","101","192","193","100","98","1615","37442721",97,22,"96","13","Local Support and Improvement"
"800000046808","310100011650","CASCADES HIGH SCHOOL","55.8","187","173","24","70","82.8","71","132","5144014",13,1,"13","1","Local Support and Improvement"
"800000043426","310100011696","BARD HIGH SCHOOL EARLY COLLEGE","132.6","550","131","145","148","94.7","14","549","14981949",56,17,"49","3","Local Support and Improvement"
"800000048380","310200010260","CLINTON SCHOOL","131.9","525","177","119","121","100","84.1","840","20370097",64,13,"64","6","Local Support and Improvement"
"800000048360","310200010412","NYC LAB HS-COLLABORATIVE STUDIES","118.4","430","80","144","145","99.1","48.1","425","15474652",48,8,"46","8","Local Support and Improvement"
"800000048361","310200010413","SCHOOL OF THE FUTURE HIGH SCHOOL","167","437","120","100","101","100",NULL,"727","19016574",66,19,"66","14","Local Support and Improvement"
"800000048362","310200010414","NYC MUSEUM SCHOOL","157.6","490","94","98","98","100","95","480","11819517",35,6,"33","3","Local Support and Improvement"
"800000056094","310200010416","ELEANOR ROOSEVELT HIGH SCHOOL","220.8","542","62","134","135","100","97.8","540","12904135",35,5,"35","1","Local Support and Improvement"
"800000056095","310200010418","MILLENNIUM HIGH SCHOOL","195.3","679","79","132","136","100","88.3","674","15185112",41,6,"41","2","Local Support and Improvement"
"800000077807","310200011139","STEPHEN T MATHER BLDG ARTS-CRAFTSMAN","63.8","369","190","76","91","97.1","85.5","357","11959215",46,12,"45","7","Local Support and Improvement"
"800000083451","310200011280","MANHATTAN EARLY COLLEGE SCH-ADVERTIS","82.5","419","220","92","96","100","96.1","375","11423145",36,15,"33","5","Local Support and Improvement"
"800000083463","310200011282","URBAN ASSEMBLY MAKER ACADEMY","82.8","541","226","116","123","100",NULL,"516","14394366",52,19,"47","5","Local Support and Improvement"
"800000083463","310200011282","URBAN ASSEMBLY MAKER ACADEMY","82.8","541","226","116","123","76.8",NULL,"516","14394366",52,19,"47","5","Local Support and Improvement"
"800000058014","310200011288","FOOD AND FINANCE HIGH SCHOOL","58.3","456","184","79","88","97.9","75.9","455","13487699",43,16,"41","6","Local Support and Improvement"
"800000058023","310200011294","ESSEX STREET ACADEMY","174.7","362","151","72","75","95.4",NULL,"355","10187632",36,11,"34","6","Local Support and Improvement"
"800000058029","310200011296","HIGH SCHOOL OF HOSPITALITY MGMNT","95.4","268","186","43","57","83.3","55.6","208","7314129",24,2,"22","3","Local Support and Improvement"
"800000058064","310200011298","PACE HIGH SCHOOL","95.4","558","336","90","103","97.8","86.1","532","14883701",69,16,"44","2","Local Support and Improvement"
"800000058095","310200011300","URBAN ASSMBLY SCH-DESIGN & CONST","66.4","246","142","46","61","97.2","87.5","226","7402979",27,10,"26","1","Local Support and Improvement"
"800000059107","310200011303","FACING HISTORY SCHOOL","114.9","298","170","76","83","92.6",NULL,"256","10285940",34,7,"32","3","Local Support and Improvement"
"800000059120","310200011305","URBAN ACADEMY-GOVERNMENT & LAW","76.6","276","154","64","71","98.4","79.4","246","8069282",29,5,"26","3","Local Support and Improvement"
"800000059086","310200011308","LOWER MANHATTAN ARTS ACADEMY","59.8","321","193","74","87","100","84.3","301","9774977",31,7,"30","9","Local Support and Improvement"
"800000062347","310200011374","GRAMERCY ARTS HIGH SCHOOL","71.7","514","233","96","98","99.1","96.3","511","13408739",43,19,"41","4","Local Support and Improvement"
"800000062349","310200011376","NYC ISCHOOL","98.7","455","120","107","110","99.2","50.4","447","12177473",36,6,"36","7","Local Support and Improvement"
"800000065452","310200011392","MANHATTAN BUSINESS ACADEMY","82.3","434","247","78","85","96.6","44.3","407","11927767",33,14,"32","6","Local Support and Improvement"
"800000065453","310200011393","BUSINESS OF SPORTS SCHOOL","75.4","439","256","79","86","100","100","432","12963526",44,7,"43","5","Local Support and Improvement"
"800000046779","310200011400","HS FOR ENVIRONMENTAL STUDIES ","112.7","1095","465","212","239","97.8","88.5","1046","25732350",78,14,"71","5","Local Support and Improvement"
"800000046782","310200011407","INST FOR COLLABORATIVE EDUCATION","200.6","290","79","63","66","98.9",NULL,"478","11536627",38,10,"37","11","Local Support and Improvement"
"800000046783","310200011408","PROFESSIONAL PERF ARTS HIGH SCHOOL","121.9","443","170","110","110","99.1","50","515","13389012",35,6,"34","5","Local Support and Improvement"
"800000048359","310200011411","BARUCH COLLEGE CAMPUS HIGH SCHOOL","180.8","485","105","119","120","98.4","98.4","472","11559192",36,12,"34","2","Local Support and Improvement"
"800000046830","310200011419","LANDMARK HIGH SCHOOL","149.4","354","238","72","91","96.4",NULL,"321","10576610",35,11,"34","7","Local Support and Improvement"
"800000046769","310200011420","HS-HEALTH PROFESSIONS & HUMAN SVCS","121.7","1682","507","367","386","95.7","93.6","1667","39540027",108,23,"106","3","Local Support and Improvement"
"800000069139","310200011437","HUDSON HS OF LEARNING TECHNOLOGIES","81.5","222","104","71","79","93.5","84.4","175","6921693",20,7,"19","5","Local Support and Improvement"
"800000069140","310200011438","INTERNATIONAL HS AT UNION SQUARE","51.1","399","185","66","81","100","19.1","358","10540316",30,9,"29","2","Local Support and Improvement"
"800000046815","310200011439","MANHATTAN VILLAGE ACADEMY","159.6","425","100","120","123","98.3","98.3","399","10117703",41,3,"41","2","Local Support and Improvement"
"800000046816","310200011449","VANGUARD HIGH SCHOOL","32.8","436","307","68","82","52.3",NULL,"404","11762074",33,10,"31","2","Local Support and Improvement"
"800000046817","310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL","170.8","390","165","53","80","100",NULL,"373","10097934",23,5,"20","6","Local Support and Improvement"
"800000046741","310200011475","STUYVESANT HIGH SCHOOL","241.5","3258","228","884","891","99.4","98.2","3258","69085059",163,17,"155","6","Local Support and Improvement"
"800000046744","310200011489","HS OF ECONOMICS & FINANCE","105.2","700","212","151","167","94.9","94.3","671","16854883",53,10,"48","11","Local Support and Improvement"
"800000046823","310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES","64.8","284","131","61","65","89.4","39.3","266","7943843",20,6,"20","4","Local Support and Improvement"
"800000070863","310200011507","URBAN ASSEMBLY GATEWAY SCHOOL-TECH","109","425","133","90","98","99","100","415","12591976",36,10,"35","2","Local Support and Improvement"
"800000046746","310200011519","TALENT UNLIMITED HIGH SCHOOL","98.6","447","190","103","109","98.1","93.3","444","12432210",38,6,"37","1","Local Support and Improvement"
"800000046748","310200011529","JACQUELINE KENNEDY-ONASSIS HS","84.5","318","181","38","50","94.1","98","289","8757528",26,8,"26","4","Local Support and Improvement"
"800000046810","310200011531","REPERTORY COMPANY HS FOR THEATRE ART","106.5","218","101","59","59","100","96.4","215","6641341",25,9,"25","3","Local Support and Improvement"
"800000075015","310200011533","UNION SQUARE ACAD FOR HEALTH SCIENCE","93.1","490","86","87","91","98.9","92.2","482","13186861",40,11,"33","7","Local Support and Improvement"
"800000075017","310200011534","HARVEST COLLEGIATE HIGH SCHOOL","149.1","411","212","73","84","99.1",NULL,"396","12400291",46,12,"45","8","Local Support and Improvement"
"800000057132","310200011542","MANHATTAN BRIDGES HIGH SCHOOL","118.4","461","118","104","109","100","100","447","13033470",36,7,"34","6","Local Support and Improvement"
"800000057133","310200011543","NEW DESIGN HIGH SCHOOL","60.7","489","205","79","84","97.5","25.3","449","14556774",52,9,"52","6","Local Support and Improvement"
"800000057165","310200011544","INDEPENDENCE HIGH SCHOOL","35.3","348","326","24","114","82.8","68.9","262","9189444",25,7,"25","0","Comprehensive Support and Improvement"
"800000057134","310200011545","HS-DUAL LANGUAGE & ASIAN STUDIES","181.6","371","10","82","83","98.9","100","369","8808702",27,11,"25","2","Local Support and Improvement"
"800000075018","310200011546","ACADEMY FOR SOFTWARE ENGINEERING","76.6","433","225","92","99","97.5","68.8","416","12713218",44,14,"42","0","Local Support and Improvement"
"800000046811","310200011550","LIBERTY HS ACADEMY-NEWCOMERS","77.1","540","301","54","166","94","92","455","12001483",32,10,"32","2","Local Support and Improvement"
"800000057158","310200011551","URBAN ASSEMBLY NY HARBOR SCHOOL","85.8","503","242","102","108","99.1","58","498","15410034",41,9,"41","6","Local Support and Improvement"
"800000046790","310200011560","HS 560 CITY-AS-SCHOOL","110.6","579","555","113","247","72",NULL,"437","14181856",52,16,"52","14","Local Support and Improvement"
"800000046725","310200011575","MANHATTAN COMP NIGHT AND DAY HS","68.9","836","533","48","212","88.2","82.6","622","19198495",48,14,"47","2","Local Support and Improvement"
"800000046726","310200011580","RICHARD R GREEN HS OF TEACHING","84.7","390","137","49","56","98.6","85.3","364","9858132",27,2,"27","6","Local Support and Improvement"
"800000046728","310200011600","HIGH SCHOOL OF FASHION INDUSTRIES","89.2","1547","587","334","373","97.1","95.5","1533","42563716",129,38,"115","14","Local Support and Improvement"
"800000046731","310200011615","CHELSEA CAREER AND TECH ED HS","88","391","127","99","102","93.6","87","378","13058256",41,9,"40","4","Local Support and Improvement"
"800000046734","310200011630","ART AND DESIGN HIGH SCHOOL","134.9","1490","502","329","339","97.7","95.8","1484","37073528",99,20,"99","9","Local Support and Improvement"
"800000046737","310200011655","HIGH SCHOOL-CLIMATE JUSTICE ","66.4","350","239","59","67","98.3","62.7","323","10257621",34,13,"34","0","Local Support and Improvement"
"800000047608","310200860819","JOHN V LINDSAY WILDCAT ACADEMY CS","24.5","333","333","40","126","63.1","62.3","397","8862288",23,4,"23","14","Comprehensive Support and Improvement"
"800000085448","310300011291","WEST END SECONDARY SCHOOL","137.9","420","133","89","89","99","98","717","16883593",61,20,"61","12","Local Support and Improvement"
"800000058091","310300011307","URBAN ASSMBLY SCH-MEDIA STUDIES","43.3","328","193","98","107","98.6","88.4","309","12467883",39,15,"35","5","Local Support and Improvement"
"800000065458","310300011402","URBAN ASSEMBLY FOR GREEN CAREERS","56.8","339","227","74","81","98.1","81.1","314","10333993",34,18,"34","10","Local Support and Improvement"
"800000065459","310300011403","GLOBAL LEARNING COLLABORATIVE","51","439","296","81","95","96.8","40.7","393","12123241",34,5,"34","2","Local Support and Improvement"
"800000065460","310300011404","INNOVATION DIPLOMA PLUS","41.1","165","156","7","50","85.5","78.7","122","4402406",14,2,"14","1","Local Support and Improvement"
"800000046784","310300011415","WADLEIGH PERF AND VISUAL ARTS","23.4","308","153","71","71","76.4","84.7","349","12288115",40,9,"40","5","Local Support and Improvement"
"800000069142","310300011417","FRANK MCCOURT HIGH SCHOOL","14.1","430","151","88","92","3.4","25.8","426","10412506",32,9,"32","1","Local Support and Improvement"
"800000046819","310300011479","BEACON HIGH SCHOOL","226.4","1446","323","337","344","99.5",NULL,"1435","32438003",96,14,"92","9","Local Support and Improvement"
"800000046743","310300011485","FIORELLO H LAGUARDIA HIGH SCHOOL","171.5","2150","215","832","844","98.4","94.3","2144","52081029",152,21,"152","9","Local Support and Improvement"
"800000056077","310300011492","HS-LAW ADVCY & COMM JUSTICE","68.5","472","283","77","89","92.6","66.3","447","12062088",38,11,"37","5","Local Support and Improvement"
"800000056078","310300011494","HIGH SCHOOL-ARTS AND TECHNOLOGY","39.2","437","282","92","109","98.8","95.2","414","13797181",46,21,"45","7","Local Support and Improvement"
"800000057131","310300011541","MANHATTAN/HUNTER SCIENCE HS","174.6","441","43","112","114","100","82.5","439","11581036",31,8,"30","2","Local Support and Improvement"
