"INSTITUTION_ID","ENTITY_CD","ENTITY_NAME","WEIGHTED_INDEX","ENROLLMENT","ABSENT_COUNT","GRAD_COUNT","COHORT_COUNT","ELA_P_RATE","MATH_P_RATE","PUPIL_COUNT_TOT","FED_STATE_LOCAL_EXP","NUM_TEACH","NUM_TEACH_INEXP","NUM_TEACH_OC","NUM_OUT_CERT","OVERALL_STATUS"
"800000046730","310300011610","YOUNG WOMEN'S LEADERSHIP SCHOOL","114.1","270","118","77","79","98.7","90.9","361","11326326",38,13,"38","6","Local Support and Improvement"
"800000089612","310400010310","JUDITH S KAYE SCHOOL ","58.5","220","197","39","86","87.7","61.7","164","8017684",16,4,"16","3","Local Support and Improvement"
"800000062346","310400010372","ESPERANZA PREPARATORY ACADEMY","46.7","370","177","63","67","100","69.5","534","20488181",69,27,"58","12","Local Support and Improvement"
"800000046781","310400011435","MANHATTAN CENTER-SCIENCE & MATH","174.2","1655","403","372","374","99.8","96.6","1644","39901553",103,31,"102","9","Local Support and Improvement"
"800000046822","310400011495","PARK EAST HIGH SCHOOL","130.7","391","97","97","97","99","85.7","384","12221213",42,12,"41","3","Local Support and Improvement"
"800000046826","310400011505","EDWARD A REYNOLDS WEST SIDE HS","17.3","396","349","24","117","69.9","69.7","293","9205526",25,1,"25","4","Comprehensive Support and Improvement"
"800000046813","310400011555","CENTRAL PARK EAST HIGH SCHOOL","159","495","59","127","127","100","99.2","489","12897822",46,13,"40","5","Local Support and Improvement"
"800000046715","310400011680","HERITAGE SCHOOL","82.8","274","95","59","72","93.4","75.4","256","8357665",27,14,"27","4","Local Support and Improvement"
"800000034143","310400860840","HARLEM PREP CHARTER SCHOOL","96.3","426","273","57","70","82.3","97.9","791","13903850",69,35,"63","45","Local Support and Improvement"
"800000067032","310400860968","INNOVATION CHARTER HIGH SCHOOL","46.6","424","309","79","103","87.4","80.2","408","10138996",30,6,"30","13","Local Support and Improvement"
"800000070176","310400860995","EAST HARLEM SCHOLARS ACADEMY CS","45.4","351","351","73","89","96.3","66.1","897","15456905",64,12,"50","36","Local Support and Improvement"
"800000058112","310500011285","HARLEM RENAISSANCE HIGH SCHOOL","33.3","257","230","42","107","76.9","55.4","160","6697672",16,3,"16","3","Local Support and Improvement"
"800000058049","310500011304","MOTT HALL HIGH SCHOOL","59.7","267","164","49","54","96","70","238","7955646",27,13,"26","5","Local Support and Improvement"
"800000060372","310500011362","COLUMBIA SECONDARY SCHOOL","179.2","426","62","93","93","100","95.6","719","18633512",57,16,"56","8","Local Support and Improvement"
"800000059618","310500011369","URBAN ASSEMBLY FOR THE PERFORM ARTS","38.2","244","189","58","70","100","41.7","216","7680850",26,9,"26","9","Local Support and Improvement"
"800000046764","310500011499","FREDERICK DOUGLASS ACADEMY","33.2","580","245","143","188","19.9","81.2","708","22073015",61,9,"59","14","Comprehensive Support and Improvement"
"800000046704","310500011670","THURGOOD MARSHALL ACAD FOR LEARNING","56.8","323","145","65","74","97.6","31.2","458","15268524",53,8,"47","13","Local Support and Improvement"
"800000056079","310500011692","HS MATH SCI & ENGNRNG AT CCNY","237.1","579","55","117","117","100","100","579","13594483",34,4,"34","4","Local Support and Improvement"
"800000057519","310500860864","HARLEM CHILDREN'S ZONE PROMISE","104.7","259","38","62","62","98.2","100","1179","28322508",73,14,"73","46","Local Support and Improvement"
"800000058367","310500860883","KIPP INFINITY CHARTER SCHOOL","105.5","743","354","208","226","92.8",NULL,"1843","48155700",164,60,"149","80","Local Support and Improvement"
"800000058367","310500860883","KIPP INFINITY CHARTER SCHOOL","105.5","743","354","208","226","65.8",NULL,"1843","48155700",164,60,"149","80","Local Support and Improvement"
"800000058981","310500860886","HARLEM CHLDRN ZONE ACADEMY II","71.9","218","54","50","50","96.3","96.2","1054","26562506",68,17,"65","26","Local Support and Improvement"
"800000059313","310500860894","DEMOCRACY PREP CHARTER SCHOOL","95.3","368","222","72","91","84.5","93.3","616","10200335",49,28,"44","39","Local Support and Improvement"
"800000067495","310500860989","DEMOCRACY PREP HARLEM CHARTER SCHOOL","127.4","356","205","53","68","97.3","98.7","1003","16497681",89,48,"75","61","Local Support and Improvement"
"800000070174","310500861001","DEMOCRACY PREP ENDURANCE CS","130.4","326","196","56","71","94.6","98.6","626","12015210",54,28,"45","31","Local Support and Improvement"
"800000083449","310600011211","INWOOD EARLY COLLEGE FOR HEALTH-INFO","72.4","372","149","83","98","98.8","77.9","357","12017799",38,8,"37","4","Local Support and Improvement"
"800000059072","310600011293","CITY COLLEGE ACADEMY OF THE ARTS","30.6","334","140","80","84","87.7",NULL,"558","16794325",51,11,"51","12","Local Support and Improvement"
"800000059614","310600011346","COMMUNITY HEALTH ACAD OF THE HEIGHTS","20.3","367","167","78","87","39.1","66.3","571","17293756",58,15,"57","6","Local Support and Improvement"
"800000059619","310600011348","WASHINGTON HGTS EXPEDITIONARY LEARN","100.9","476","251","90","98","99.2","99.2","965","28614896",76,20,"74","21","Local Support and Improvement"
"800000046759","310600011462","COLLEGE ACADEMY","86.6","378","186","74","80","96.4","100","375","13256453",27,9,"27","7","Local Support and Improvement"
"800000046760","310600011463","HIGH SCHOOL-MEDIA & COMMUNICATIONS ","70","383","222","77","84","98.4","84.1","349","12636034",33,13,"32","6","Local Support and Improvement"
"800000046762","310600011467","HIGH SCHOOL-LAW & PUBLIC SERVICE ","77.1","606","353","60","73","98.3","94.7","427","14389611",41,23,"41","12","Local Support and Improvement"
"800000046756","310600011468","HIGH SCHOOL-HEALTH CAREERS & SCIES","73.8","536","331","62","80","100","67.9","432","14208126",38,12,"38","6","Local Support and Improvement"
"800000046751","310600011540","A PHILIP RANDOLPH CAMPUS HIGH SCHOOL","75.4","1420","639","231","292","89.1","69.8","1378","36875080",85,12,"84","10","Local Support and Improvement"
"800000046812","310600011552","GREGORIO LUPERON HS-SCI & MATH","48.1","677","234","136","138","92.5","39","627","17657116",45,12,"43","7","Local Support and Improvement"
"800000059088","310600860887","NEW HEIGHTS ACADEMY CHARTER SCHOOL","96.4","391","68","71","79","93.6","91.5","712","15818334",44,12,"43","33","Local Support and Improvement"
"800000057113","320700010223","LAB SCHOOL OF FIN & TECH: X223","185.1","387","150","90","99","94.6",NULL,"637","20750561",57,14,"55","11","Local Support and Improvement"
"800000058074","320700011221","SOUTH BRONX PREPARATORY","92.7","383","122","86","89","100","56.1","614","19328106",60,23,"60","13","Local Support and Improvement"
"800000077812","320700011259","HERO HIGH SCHOOL","61","734","446","96","117","94","93.9","721","22063024",70,26,"69","7","Local Support and Improvement"
"800000059630","320700011334","INTERNATIONAL COMMUNITY HS","98.3","391","165","87","108","100",NULL,"344","12697752",36,12,"34","4","Local Support and Improvement"
"800000060401","320700011379","JILL CHAIFETZ TRANSFER HIGH SCHOOL","20.8","244","237","19","98","93","71.7","161","7122809",22,2,"22","1","Comprehensive Support and Improvement"
"800000062370","320700011381","BRONX HAVEN HIGH SCHOOL","47","160","125","13","66","90.6","69.2","93","4529217",15,6,"15","0","Local Support and Improvement"
"800000045661","320700011495","UNIVERSITY HEIGHTS SECONDARY SCHOOL","23.2","561","168","146","146","28.1",NULL,"558","15792550",42,15,"42","9","Local Support and Improvement"
"800000045662","320700011500","HOSTOS-LINCOLN ACADEMY OF SCIENCE","133.9","310","122","75","79","91.8","85.3","490","14869869",44,11,"43","17","Local Support and Improvement"
"800000056066","320700011527","BRONX LEADERSHIP ACAD II HIGH SCHOOL","57.6","414","208","83","104","100","95.7","381","14081883",46,15,"45","2","Local Support and Improvement"
"800000057145","320700011548","CAREERS IN SPORTS HS","36.7","481","206","82","118","95.8","37.5","453","15154856",38,7,"38","5","Local Support and Improvement"
"800000057149","320700011551","URBAN ASSEMBLY BRONX OF LETTERS","51.2","330","218","57","77","98.7","80.3","480","19350226",54,17,"53","12","Comprehensive Support and Improvement"
"800000075020","320700011557","MOTT HAVEN COMMUNITY HIGH SCHOOL","55.7","320","298","64","131","90.4","69.7","224","8846582",28,1,"27","3","Local Support and Improvement"
"800000045600","320700011600","ALFRED E SMITH CAREER-TECH HS","67.9","403","213","78","86","91.6","75.5","404","15196343",42,12,"42","5","Local Support and Improvement"
"800000034168","320700860820","KIPP ACADEMY CHARTER SCHOOL","122.7","191","116","59","61","98.1","75","1120","22633207",162,52,"146","75","Local Support and Improvement"
"800000061083","320700860920","UNIVERSITY PREP CHARTER HIGH SCHOOL","81","433","198","103","106","100","100","422","10436646",35,5,"35","18","Local Support and Improvement"
"800000061087","320700860926","NYC CHARTER HS - AECI","52.6","482","231","105","109","97.9","93.7","453","10219734",35,7,"34","22","Local Support and Improvement"
"800000082483","320700861062","AMERICAN DREAM CHARTER SCHOOL","79.2","327","170","72","77","98.6","100","580","15766933",58,11,"51","27","Local Support and Improvement"
"800000058047","320800010312","MILLENIUM ART ACADEMY","62.7","363","196","83","98","96","66.7","328","12934074",35,10,"34","1","Local Support and Improvement"
"800000057986","320800011269","BRONX STUDIO SCHOOL-WRITERS-ARTISTS","63.2","343","202","58","66","98.8","96.3","619","18967482",60,19,"57","7","Local Support and Improvement"
"800000058068","320800011293","RENAISSANCE HIGH SCHOOL-MTA","68.3","431","205","96","107","98","70","420","11944598",39,9,"38","3","Local Support and Improvement"
"800000077814","320800011320","PELHAM LAB HIGH SCHOOL","82.1","353","203","75","92","96","87.7","308","10225276",36,15,"35","1","Local Support and Improvement"
"800000077815","320800011348","SCHUYLERVILLE PREP HS","68.8","373","230","92","114","100","85.6","343","9771486",35,11,"31","3","Local Support and Improvement"
"800000077816","320800011349","BRONX RIVER HIGH SCHOOL","64.4","440","172","95","96","98","60.2","411","11939633",38,10,"37","5","Local Support and Improvement"
"800000060370","320800011367","ARCHIMEDES ACAD-MATH, SCI, TECH","50.1","316","184","53","74","93.7","44.1","497","17364359",59,19,"51","7","Local Support and Improvement"
"800000060399","320800011377","BRONX COMMUNITY HIGH SCHOOL","52.2","229","183","17","65","88.7","62.7","135","5034250",20,7,"18","6","Local Support and Improvement"
"800000045618","320800011405","HERBERT H LEHMAN HIGH SCHOOL","54.3","1146","438","202","255","72.3","42.4","1119","33503621",91,26,"89","3","Local Support and Improvement"
"800000069143","320800011432","BRONX BRIDGES HIGH SCHOOL","63.7","393","157","89","112","93.2","88.4","379","11659176",33,16,"31","2","Local Support and Improvement"
"800000056063","320800011452","GOTHAM COLLABORATIVE HIGH SCHOOL","71.1","363","117","67","87","97.6","93.9","300","11960024",36,7,"35","9","Local Support and Improvement"
"800000045631","320800011530","LONGWOOD PREPARATORY ACADEMY","61.7","372","162","67","75","95.2","25.8","353","12476404",35,8,"35","4","Local Support and Improvement"
"800000075021","320800011558","WESTCHESTER SQUARE ACADEMY","57.7","443","254","103","113","92.3","30","415","12024530",36,10,"35","2","Local Support and Improvement"
"800000075023","320800011561","BRONX COMPASS HIGH SCHOOL","76.5","433","181","56","74","93.2","62.4","409","12719607",43,15,"38","9","Local Support and Improvement"
"800000059325","320800860903","LEADERS IN OUR NEIGHBORHOOD CS","71.3","317","292","63","70","96.1","94.7","979","22684231",112,20,"67","31","Local Support and Improvement"
"800000071080","320800861017","NEW VISIONS CHTR HS-ADV MA/SCI II","93.3","498","178","136","138","100","100","480","12374732",53,17,"53","17","Local Support and Improvement"
"800000071081","320800861018","NEW VISIONS CHARTER HS-HUMANITIES II","51.7","331","244","104","119","98","96","319","8733329",32,6,"31","13","Local Support and Improvement"
"800000089930","320800861139","URBAN DOVE TEAM CHARTER SCHOOL II","64.3","273","261","23","70","61.7","57.7","288","10359617",28,10,"26","20","Comprehensive Support and Improvement"
"800000058108","320900010327","COMP MODEL SCH PROJECT MS 327","71.8","386","175","84","95","97.9","67.7","678","20920935",60,19,"60","15","Local Support and Improvement"
"800000075027","320900010568","YOUNG WOMEN'S LDSHP SCHOOL-BRONX","97.4","309","125","72","75","97.1","97.1","514","14261766",46,12,"45","7","Local Support and Improvement"
"800000057984","320900011227","BRONX COLLEGIATE ACADEMY","106","459","179","67","78","100","92.9","428","13662212",45,10,"36","10","Local Support and Improvement"
"800000058081","320900011231","EAGLE ACADEMY FOR YOUNG MEN","60.8","333","64","63","68","95.5","15.9","434","14773834",46,15,"41","13","Local Support and Improvement"
"800000058089","320900011241","URBAN ASSMBLY SCHOOL-APPL MATH","69.8","330","229","70","82","95.1","94.8","570","18974095",63,22,"63","21","Local Support and Improvement"
"800000059076","320900011250","EXIMIUS COLLEGE PREP ACADEMY","87.2","378","126","74","79","100","94.3","342","10959254",33,13,"32","1","Local Support and Improvement"
"800000059091","320900011252","MOTT HALL BRONX HIGH SCHOOL","62.8","347","204","65","72","94.3","43.4","335","10236546",30,9,"29","4","Local Support and Improvement"
"800000059106","320900011260","BRONX CENTER FOR SCI & MATH","127.5","402","175","88","90","100","94.3","383","11533700",35,8,"35","4","Local Support and Improvement"
"800000058048","320900011297","MORRIS ACADEMY FOR COLLA STUDIES","113.6","414","209","91","104","100","93.8","387","13176561",37,14,"37","6","Local Support and Improvement"
"800000059609","320900011324","BRONX EARLY COL ACAD-TEACH/LEARN","100.2","294","100","79","83","100","11","414","11944264",37,17,"37","14","Local Support and Improvement"
"800000059616","320900011329","DREAMYARD PREPARATORY SCHOOL","87.4","327","119","64","70","100","98.2","289","10103947",30,12,"30","6","Local Support and Improvement"
"800000060383","320900011365","ACADEMY-LANGUAGE AND TECHNOLOGY","125.3","379","100","78","80","100","100","349","9825788",22,10,"22","1","Local Support and Improvement"
"800000045617","320900011403","BRONX INTERNATIONAL HIGH SCHOOL","108","424","227","75","82","90.8",NULL,"390","12727650",32,4,"32","2","Local Support and Improvement"
"800000056068","320900011412","BRONX HIGH SCHOOL OF BUSINESS","62.3","334","172","57","73","96.2","90.6","302","12030819",42,14,"42","2","Local Support and Improvement"
"800000056069","320900011413","BRONX HS FOR MEDICAL SCIENCE","69.4","268","66","69","77","95.3","95.3","403","13945518",45,13,"43","8","Local Support and Improvement"
"800000045609","320900011505","BRONX SCHOOL FOR LAW, GOV, JUSTICE","69.8","458","165","102","120","100","95.4","690","20253473",66,24,"66","9","Local Support and Improvement"
"800000058016","320900011517","FREDERICK DOUGLASS ACAD III","64.2","274","109","64","72","98.4","87.1","233","8638243",28,5,"25","5","Local Support and Improvement"
"800000045630","320900011525","BRONX LEADERSHIP ACAD HIGH SCHOOL","38.9","393","170","88","94","100","77.6","379","13813210",33,9,"33","3","Local Support and Improvement"
"800000075026","320900011564","CLAREMONT INTERNATIONAL HS","58.1","425","180","66","73","98.5","27.7","356","11232622",29,6,"26","2","Local Support and Improvement"
"800000055860","320900860807","BRONX PREP CHARTER SCHOOL","113.7","472","260","72","90","100","100","884","16113527",56,22,"52","37","Local Support and Improvement"
"800000090717","320900861154","AECI II:  NYC CHARTER HS","57.5","461","216","88","94","97.6","95.2","460","11170017",31,9,"31","24","Local Support and Improvement"
"800000059126","321000010225","THEATRE ARTS PRODUCTION COMPANY","51.4","392","220","63","80","98.7","80","488","18281052",62,9,"55","9","Local Support and Improvement"
"800000046209","321000010368","IN-TECH ACADEMY (MS/HS 368)","80.9","541","179","118","130","100","96.2","964","28940752",75,10,"72","14","Local Support and Improvement"
"800000046252","321000011141","RIVERDALE/KINGSBRIDGE (MS/HS 141)","120.6","700","172","147","159","98.3","95.9","1380","35322077",92,12,"92","19","Local Support and Improvement"
"800000057979","321000011213","BRONX ENG & TECH ACADEMY","53.8","338","191","97","107","85.7","46.3","306","12151457",37,10,"35","5","Local Support and Improvement"
"800000058085","321000011237","MARIE CURIE HIGH SCHOOL-NURSING","63.2","275","147","44","54","88.2",NULL,"256","9072033",31,4,"29","2","Local Support and Improvement"
"800000058099","321000011243","WEST BRONX ACAD FOR THE FUTURE","69.9","376","95","64","65","100","95.5","615","18427475",62,10,"60","8","Additional Targeted Support and Improvement"
"800000077822","321000011264","BRONX ACAD FOR SOFTWARE ENGINEERING","61.9","395","239","66","72","98.9","88.1","378","12616758",45,19,"42","4","Local Support and Improvement"
"800000057985","321000011284","BRONX SCHOOL OF LAW & FINANCE","45.1","360","151","80","91","98.6","84.1","329","10658243",29,4,"28","4","Local Support and Improvement"
"800000058105","321000011319","PULSE HIGH SCHOOL","31.9","250","229","16","98","82.1",NULL,"174","6271914",13,1,"13","7","Comprehensive Support and Improvement"
"800000059631","321000011342","INTERNATIONAL SCHOOL-LIBERAL ARTS","58.5","364","148","67","88","100","67.7","475","15962353",48,16,"45","13","Comprehensive Support and Improvement"
"800000077823","321000011351","BRONX COLLABORATIVE HIGH SCHOOL","127.9","447","368","82","106","100",NULL,"418","13385972",41,10,"40","5","Local Support and Improvement"
"800000077824","321000011353","WORLD VIEW HIGH SCHOOL","103.2","636","262","126","132","100","100","622","17218060",54,28,"54","6","Local Support and Improvement"
"800000060390","321000011374","KNOWLEDGE, POWER PREP ACAD INTER HS","81.9","421","208","73","79","100","95.2","411","11854451",44,19,"43","4","Local Support and Improvement"
"800000056062","321000011433","HS FOR TEACHING AND PROFESSIONS","53.5","379","117","92","96","100","47.1","358","15323589",41,8,"40","11","Local Support and Improvement"
"800000056071","321000011434","BELMONT PREPARATORY HIGH SCHOOL","93.8","368","124","85","87","96.8","96.8","364","10892147",30,7,"29","3","Local Support and Improvement"
"800000056072","321000011437","FORDHAM HS FOR THE ARTS","130.2","353","80","105","105","100","99","350","10708462",46,22,"42","5","Local Support and Improvement"
"800000056073","321000011438","FORDHAM LEADERSHIP ACADEMY","89.4","400","130","106","106","100","94.7","385","11540565",42,24,"39","3","Local Support and Improvement"
"800000056074","321000011439","BRONX HIGH SCHOOL-LAW & COMM SVC","17.3","405","181","75","79","46","87.4","392","12348023",42,8,"41","5","Local Support and Improvement"
"800000045624","321000011440","DEWITT CLINTON HIGH SCHOOL","89.4","1192","332","170","176","97.6","79.1","1151","33056088",86,40,"86","10","Local Support and Improvement"
"800000057135","321000011442","CELIA CRUZ BRONX HS OF MUSIC","117.1","413","49","114","114","100","100","410","12953012",37,6,"36","1","Local Support and Improvement"
"800000045625","321000011445","BRONX HIGH SCHOOL OF SCIENCE","238.8","2982","293","721","726","99.4","98.7","2981","61069786",150,28,"142","6","Local Support and Improvement"
"800000056065","321000011477","MARBLE HILL HS-INTRNTNL STUDIES","134.9","420","114","96","97","95.9","99","406","12268001",38,7,"36","8","Local Support and Improvement"
"800000070868","321000011524","CROTONA INTERNATIONAL HS","59","416","140","105","112","98.6","93","329","10237290",27,14,"25","8","Local Support and Improvement"
"800000057143","321000011546","BRONX THEATRE HIGH SCHOOL","35.3","264","155","70","71","96.6","37.9","227","9320762",33,8,"32","6","Local Support and Improvement"
"800000057148","321000011549","DISCOVERY HIGH SCHOOL","59","424","97","103","108","21.1","76.8","382","11782210",29,11,"29","8","Local Support and Improvement"
"800000075028","321000011565","HIGH SCHOOL-ENERGY AND TECHNOLOG","53.5","378","236","80","89","97.3","90.5","365","11987542",33,14,"31","6","Local Support and Improvement"
"800000056067","321000011696","HS AMER STUDIES AT LEHMAN COLL","227.8","405","30","86","86","100","100","404","10515782",29,2,"29","5","Local Support and Improvement"
"800000070186","321000860704","NEW VISIONS CHARTER HS-HUMANITIES","88.9","423","270","136","137","100","96","407","10334495",39,9,"39","21","Local Support and Improvement"
"800000059326","321000860904","INTERNATIONAL LEADERSHIP CHARTER HS","119","348","339","60","73","98.5","62.9","375","7044975",14,7,"14","7","Local Support and Improvement"
"800000070185","321000860999","NEW VISIONS CHARTER HS-ADV MATH/SCIE","82","479","231","103","109","100","99.1","463","9790686",41,4,"41","14","Local Support and Improvement"
"800000082485","321000861064","CHARTER HS-LAW AND SOCIAL JUSTICE","56.9","447","293","83","96","93.3","84.5","470","10617060",40,13,"39","13","Local Support and Improvement"
"800000057980","321100011249","BRONX HEALTH SCIENCES HIGH SCHOOL","24.9","373","133","54","54","70.9","98.8","356","9839008",31,17,"30","4","Local Support and Improvement"
"800000059071","321100011270","ACAD-SCHOLARSHIP & ENTREPRENEURSHIP","63.8","413","133","81","100","90.4","80","392","12301791",34,8,"32","3","Local Support and Improvement"
"800000058028","321100011275","HIGH SCHOOL-COMPUTERS & TECHNOLOGY","89.7","491","184","102","117","97.1","56.7","453","15400208",40,6,"39","4","Local Support and Improvement"
"800000058009","321100011288","COLLEGIATE INST-MATH & SCIENCE","108.2","549","150","118","130","99.2","81.2","523","14549519",37,6,"36","4","Local Support and Improvement"
"800000057978","321100011290","BRONX ACADEMY OF HEALTH CAREERS","59.4","353","112","62","76","100","95.6","326","10032754",30,8,"27","2","Local Support and Improvement"
"800000057977","321100011299","ASTOR COLLEGIATE ACADEMY","88.2","439","186","89","101","96.2","72","415","12533091",40,10,"38","1","Local Support and Improvement"
"800000056060","321100011418","BRONX HIGH SCHOOL-VISUAL ARTS","73.6","441","196","78","95","98.9","79.6","422","13383107",50,23,"45","6","Local Support and Improvement"
"800000045627","321100011455","HARRY S TRUMAN HIGH SCHOOL","86.2","1836","469","445","545","98.8","37.7","1695","52027518",138,26,"134","12","Local Support and Improvement"
"800000070871","321100011508","BRONXDALE HIGH SCHOOL","60.1","377","119","86","95","96.3","62","364","13938043",45,6,"44","1","Local Support and Improvement"
"800000070872","321100011509","HS FOR LANGUAGE-INNOVATION","89.6","397","130","99","112","98.8","89.2","357","10656691",31,10,"25","3","Local Support and Improvement"
"800000059094","321100011513","NEW WORLD HIGH SCHOOL","107.9","330","74","75","82","100","100","319","8825818",23,5,"21","2","Local Support and Improvement"
"800000059101","321100011514","BRONXWOOD PREP ACADEMY","63.3","417","108","71","80","98.7","50","394","11710195",39,20,"38","8","Local Support and Improvement"
"800000057138","321100011542","PELHAM PREPARATORY ACADEMY","67.1","452","117","102","109","96.9","85.6","441","12621591",39,14,"36","4","Local Support and Improvement"
"800000064235","321100860956","EQUALITY CHARTER SCHOOL","62.2","389","123","75","85","89.7","86.7","631","16789053",72,19,"61","40","Local Support and Improvement"
"800000059092","321200010242","MOTT HALL V","83.5","369","166","77","81","100","93","653","19676464",63,19,"61","13","Local Support and Improvement"
"800000059077","321200011251","EXPLORATIONS ACADEMY HS","49.5","304","92","64","84","98.6","83.8","272","10157031",44,5,"37","5","Local Support and Improvement"
"800000057983","321200011267","BRONX LATIN SCHOOL","106","320","162","61","63","100","100","483","15392058",49,17,"49","8","Local Support and Improvement"
"800000058011","321200011271","EAST BRONX ACADEMY-FUTURE","79.3","443","213","76","83","98.9","95.7","602","21488852",59,6,"58","9","Local Support and Improvement"
"800000062376","321200011388","PAN AMERICAN INTERNATIONAL HS","43.2","385","166","69","74","100","68.5","318","9986351",30,7,"29","4","Local Support and Improvement"
"800000065477","321200011478","CINEMA SCHOOL","70.2","329","174","85","97","96.5","96.4","323","9171587",28,6,"28","4","Local Support and Improvement"
"800000045659","321200011480","BRONX REGIONAL HIGH SCHOOL","35.7","174","166","21","69","80.3","54.6","116","4708811",13,0,"11","0","Local Support and Improvement"
"800000070875","321200011511","BRONX ENVISION ACADEMY","80.5","308","151","69","94","100","94.4","272","11079930",35,8,"35","5","Local Support and Improvement"
"800000070893","321200011521","METROPOLITAN SOUNDVIEW HS ","62","424","143","87","112","95.6","83.5","385","13577028",44,17,"41","7","Local Support and Improvement"
"800000045664","321200011550","HIGH SCHOOL OF WORLD CULTURES","96.9","434","153","50","58","97.6","85.2","388","12168564",39,12,"37","1","Local Support and Improvement"
"800000045637","321200011682","FANNIE LOU HAMER FREEDOM HS","101.5","472","340","86","103","95.2",NULL,"437","15236396",22,1,"22","7","Local Support and Improvement"
"800000057638","321200860870","PHAROS ACADEMY CHARTER SCHOOL","116.6","267","124","51","60","97.3","93.1","701","16540118",58,28,"53","41","Local Support and Improvement"
"800000067013","321200860965","DR R IZQUIERDO HEALTH/SCIENCE CS","107.1","435","323","88","93","100","99","703","16830092",58,14,"32","23","Local Support and Improvement"
"800000045536","331300010265","DR SUSAN S MCKINNEY SS -ARTS","63.5","146","94","40","53","98","92.3","188","8730286",33,13,"32","5","Local Support and Improvement"
"800000059611","331300011412","BROOKLYN COMM ARTS-MEDIA HS","66.7","428","163","120","141","96.3","92.4","395","15412962",49,9,"45","6","Local Support and Improvement"
"800000043506","331300011419","SCIENCE SKILLS CENTER HIGH SCHOOL","131.6","531","91","127","131","99.1","94.3","488","14013786",38,17,"37","7","Local Support and Improvement"
"800000043516","331300011430","BROOKLYN TECHNICAL HS","228.8","5794","813","1456","1498","96.5","98.2","5810","121530832",293,46,"289","15","Local Support and Improvement"
"800000043556","331300011439","BROOKLYN INTERNATIONAL HS","93.5","340","159","49","61","97.2",NULL,"314","10047897",28,5,"27","1","Local Support and Improvement"
"800000058090","331300011483","URBAN ASSMBLY SCH-LAW & JSTCE","90.5","461","276","105","113","100","20.9","432","11760977",41,17,"40","7","Local Support and Improvement"
"800000059617","331300011527","URBAN ASSEMBLY INST OF MATH AND SCIE","42","297","151","69","72","45.4",NULL,"392","12444667",41,19,"40","8","Local Support and Improvement"
"800000057162","331300011595","BEDFORD ACADEMY HIGH SCHOOL","123.5","369","89","100","100","97.7","75.9","357","9487398",34,10,"33","3","Local Support and Improvement"
"800000043475","331300011605","GEORGE WESTINGHOUSE CAREER/TECH HS","71.1","606","235","116","129","93.6","92.7","572","18907438",61,11,"50","2","Local Support and Improvement"
"800000062326","331300011616","BROOKLYN HS-LEADERSHIP & COMMUNITY","23.5","209","190","21","64","86.8","72.5","151","6032261",18,1,"14","2","Comprehensive Support and Improvement"
"800000045542","331300011670","BENJAMIN BANNEKER ACADEMY","121.4","864","444","220","221","95.6","98.4","835","21379443",59,22,"59","6","Local Support and Improvement"
"800000065480","331300011674","CITY POLYTECHNIC HIGH SCHOOL","92.9","445","155","85","90","95","74.8","426","12538708",36,15,"35","5","Local Support and Improvement"
"800000059311","331300860901","LEADERSHIP PREP BEDFORD STUYVESANT","4.6","494","253","86","98","1","52.4","1153","21274969",101,79,"71","48","Local Support and Improvement"
"800000075840","331300861056","UNITY PREP CS OF BROOKLYN","58.9","296","131","47","54","93.3","93.3","558","14158062",54,7,"54","45","Local Support and Improvement"
"800000082484","331300861063","BROOKLYN LABORATORY CHARTER SCHOOL","26.2","626","521","52","70","39.3","48.4","573","9503314",36,27,"35","30","Local Support and Improvement"
"800000045334","331400011071","JUAN MOREL CAMPOS SECONDARY SCHOOL","78.5","367","210","52","66","95.5","67.8","469","19459821",65,23,"61","13","Local Support and Improvement"
"800000059612","331400011449","BROOKLYN LATIN SCHOOL ","220.6","735","156","200","201","100","97.9","735","16334444",46,14,"45","7","Local Support and Improvement"
"800000059626","331400011454","WILLIAMSBURG HS-ART-TECH","58.1","444","191","82","92","63.3","58.4","422","12985615",34,11,"28","1","Local Support and Improvement"
"800000043501","331400011474","PROGRESS HS-PROFESSIONAL CAREERS","40.5","459","155","95","121","90.6","87.2","399","13395136",36,8,"36","4","Local Support and Improvement"
"800000043508","331400011477","EAST WILLIAMSBURG SCHOLARS","76.4","560","189","59","69","96.4","50","483","14567778",46,19,"46","6","Local Support and Improvement"
"800000043493","331400011478","HIGH SCHOOL-ENTERPRISE, BUS & TECH","73.9","604","222","99","119","99.1","94.7","535","15168748",54,20,"48","11","Local Support and Improvement"
"800000057989","331400011488","BROOKLYN PREPARATORY HS","58.6","576","121","123","130","60.7","38.7","566","14629255",43,16,"43","6","Local Support and Improvement"
"800000058092","331400011558","WILLAMSBURG HS-ARCH & DESIGN","40","614","167","124","129","27.8","72","614","17362855",35,10,"35","9","Local Support and Improvement"
"800000058100","331400011561","WILLIAMSBURG PREPARATORY SCHOOL","109.1","693","264","158","166","97.6","88.3","677","18329715",55,14,"55","7","Local Support and Improvement"
"800000043476","331400011610","A-TECH HIGH SCHOOL","65","489","109","49","59","82.5","92.5","456","15157268",40,5,"40","4","Local Support and Improvement"
